"sgRNA"	"Gene"	"exp_mock_1"	"exp_mock_2"	"exp_rcVSV_1"	"exp_rcVSV_2"	"exp_hku5_1"	"exp_hku5_2"	"exp_sars2_1"	"exp_sars2_2"	"exp_mers_1"	"exp_mers_2"	"exp_t1015n_1"	"exp_t1015n_2"	"exp_emcv_1"	"exp_emcv_2"	"exp_iav_1"
"IPO7_8"	"IPO7"	125	73	40	48	39	15	77	46	298	7	36	17	13	32	0
"IPO9_1"	"IPO9"	236	243	439	85	113	140	319	189	52	182	198	261	10	180	64
"IPO9_2"	"IPO9"	170	192	48	16	43	3	4	18	0	19	0	47	7	424	131
"IPO9_3"	"IPO9"	490	640	1631	779	488	658	510	495	3069	918	1194	2469	58	269	403
"IPO9_4"	"IPO9"	162	173	90	96	35	102	35	32	172	15	17	49	0	51	14
"IPO9_5"	"IPO9"	5	13	19	5	16	21	12	0	0	0	0	0	0	39	0
"IPO9_6"	"IPO9"	1265	1154	2006	1007	641	1057	1066	1154	1110	1125	920	1599	885	920	302
"IQGAP1_1"	"IQGAP1"	2448	2665	3276	2143	1761	1970	2801	2559	1506	699	1129	1072	2336	1587	1512
"IQGAP1_2"	"IQGAP1"	1593	1529	2900	2193	1599	1520	2212	2072	4749	2286	1251	2187	977	442	686
"IQGAP1_3"	"IQGAP1"	1771	2146	4936	3370	1933	2385	3342	3522	4395	1445	533	1386	2425	2305	1736
"IQGAP1_4"	"IQGAP1"	534	506	229	105	130	148	138	119	1377	145	463	531	229	1017	316
"IQGAP1_5"	"IQGAP1"	2696	2666	5366	3332	2995	3468	2824	2855	6681	3966	3609	3350	450	921	561
"IQGAP1_6"	"IQGAP1"	443	628	581	474	292	369	227	357	274	438	187	411	370	214	12
"ISCA1_2"	"ISCA1"	2797	3474	6473	3935	2685	2667	3303	3630	2916	3336	2344	2547	2745	2473	2030
"ISCA1_3"	"ISCA1"	821	797	717	447	258	502	679	345	807	564	289	460	418	621	378
"ISCA1_5"	"ISCA1"	165	211	172	198	94	218	134	156	308	266	6	204	3	103	2
"ISCA1_7"	"ISCA1"	1046	1091	1914	719	748	911	644	604	1990	1427	802	1253	642	699	604
"ISCA1_8"	"ISCA1"	688	753	1165	887	567	597	654	792	2119	723	381	2331	1234	464	284
"ISCA1_9"	"ISCA1"	1010	1020	1212	838	740	760	838	1086	564	432	141	510	567	661	579
"ISOC1_18"	"ISOC1"	2450	2704	4055	2797	1893	2512	1598	2069	8340	3806	2966	7101	2980	2511	694
"ISOC1_19"	"ISOC1"	545	600	235	316	208	94	223	156	351	212	344	362	710	1270	155
"ISOC1_3"	"ISOC1"	3095	3339	5585	3461	2347	2449	2808	2698	6271	3431	4843	6346	6155	4445	3825
"ISOC1_6"	"ISOC1"	1078	1343	1371	802	437	598	807	909	1722	684	858	1067	1385	839	216
"ISOC1_7"	"ISOC1"	1750	1963	2165	1146	1063	1207	1059	1246	3858	1714	1847	2095	3111	1847	3383
"ISOC1_9"	"ISOC1"	1465	1743	2636	1738	1068	1068	1521	1224	3077	1611	1875	2380	2076	892	988
"ISOC2_10"	"ISOC2"	1542	1573	3269	1793	1351	2135	1939	2120	4197	2237	1221	3897	1266	761	142
"ISOC2_19"	"ISOC2"	1302	1103	667	619	503	679	639	566	2563	1083	447	1034	508	1490	1093
"ISOC2_22"	"ISOC2"	1271	1227	2224	1552	976	764	1263	1344	1889	951	1258	2098	221	1014	540
"ISOC2_26"	"ISOC2"	1594	1502	1761	1141	859	766	1126	1366	1848	819	479	1012	2108	1617	1169
"ISOC2_5"	"ISOC2"	2975	3767	8959	4439	3305	3895	5326	5598	4071	1553	2040	2429	4887	3218	2559
"ISOC2_8"	"ISOC2"	1316	1556	2100	1562	1159	989	1251	1476	2921	1731	1079	2820	810	243	402
"IST1_2"	"IST1"	764	962	689	370	407	394	269	263	160	146	49	118	592	490	383
"IST1_4"	"IST1"	1573	1598	1381	923	664	711	865	1024	1125	680	547	1106	656	665	768
"IST1_5"	"IST1"	1045	1275	2779	2253	1274	1570	2645	2504	1187	997	677	762	304	391	1729
"IST1_7"	"IST1"	768	988	451	558	309	423	174	281	719	80	400	128	1071	531	370
"IST1_8"	"IST1"	508	580	1532	700	688	531	1207	1438	1275	756	950	1172	4	183	108
"IST1_9"	"IST1"	2576	2592	2902	1716	1645	1759	1240	1481	3556	1999	1678	3600	4488	2744	3365
"JAGN1_1"	"JAGN1"	742	553	1721	946	828	683	1512	1802	232	188	23	189	576	577	354
"JAGN1_2"	"JAGN1"	1961	2231	3566	2071	1343	1149	2241	2160	6870	1740	1572	2869	3206	2664	2545
"JAGN1_3"	"JAGN1"	2358	2865	4824	3090	2497	2588	2169	3600	4083	1945	2478	2888	1362	1613	1228
"JAGN1_4"	"JAGN1"	1612	1784	1873	1269	780	1001	1055	1230	3660	1678	1565	3956	255	551	688
"JAGN1_6"	"JAGN1"	791	848	844	524	339	434	478	492	1445	1509	1721	1978	1845	663	408
"JAGN1_8"	"JAGN1"	1065	960	1485	711	538	698	555	621	3179	843	706	1127	591	570	29
"JPT2_1"	"JPT2"	820	980	1007	779	532	715	486	511	1227	483	745	701	324	290	399
"JPT2_2"	"JPT2"	1823	1901	5227	3567	2124	2490	4119	4643	3329	1019	1114	2027	182	453	1133
"JPT2_3"	"JPT2"	1278	1420	1782	1266	1246	930	1189	1140	2730	958	951	1410	4229	1959	1009
"JPT2_4"	"JPT2"	325	395	321	263	190	134	152	140	230	86	322	249	0	72	0
"JPT2_5"	"JPT2"	2343	2168	3639	2251	1387	1807	1582	2028	4034	2108	1651	3185	2121	2687	2358
"JPT2_6"	"JPT2"	1625	1645	3002	1901	1454	1724	1717	1682	2055	965	2715	1792	190	756	854
"KARS1_1"	"KARS1"	275	205	318	205	287	132	80	61	583	148	217	683	12	116	112
"KARS1_2"	"KARS1"	146	174	193	58	289	138	147	177	51	107	68	453	73	232	8
"KARS1_3"	"KARS1"	2064	1976	2106	1535	1422	1360	1215	1379	3128	693	1069	1469	6208	2950	2846
"KARS1_4"	"KARS1"	1603	1705	2598	1291	1224	1270	1200	1276	2216	1664	717	2051	719	1183	360
"KARS1_5"	"KARS1"	79	41	62	165	225	67	120	100	275	30	30	183	191	105	0
"KARS1_6"	"KARS1"	120	193	133	297	306	96	60	43	528	230	96	12	491	932	170
"KHDRBS1_1"	"KHDRBS1"	1534	1479	1494	969	663	786	1016	1024	626	448	447	458	2363	2611	785
"KHDRBS1_2"	"KHDRBS1"	729	601	679	419	278	352	272	425	749	335	136	313	2299	674	483
"KHDRBS1_3"	"KHDRBS1"	655	840	613	454	205	501	405	365	654	321	310	342	3976	1588	817
"KHDRBS1_4"	"KHDRBS1"	371	470	624	552	470	238	404	564	559	252	300	419	58	335	129
"KHDRBS1_5"	"KHDRBS1"	1472	1783	2338	1495	1209	1212	1203	1341	2011	1412	744	1628	1053	1176	595
"KHDRBS1_6"	"KHDRBS1"	1549	1298	1606	1019	668	1014	1069	1011	1802	1370	1718	2733	883	1121	386
"KHSRP_2"	"KHSRP"	1678	2217	1098	791	583	429	738	786	13636	6392	8245	11405	12093	10326	210
"KHSRP_3"	"KHSRP"	1739	1737	1691	1115	866	691	928	859	2571	1039	817	1686	4116	1600	960
"KHSRP_4"	"KHSRP"	2565	2229	1749	942	768	1044	1012	1134	4403	2654	2455	5257	469	1393	1152
"KHSRP_5"	"KHSRP"	2229	2651	8412	4547	2735	2916	4303	4815	4931	2249	2815	2513	3263	2261	3319
"KHSRP_6"	"KHSRP"	1443	1796	3403	2187	1493	1499	1461	1358	3330	987	876	1209	562	539	513
"KHSRP_7"	"KHSRP"	2106	1989	3607	2980	1373	1703	3185	3742	1658	975	1223	1591	2026	2315	3712
"KIAA1210_1"	"KIAA1210"	955	992	1998	1082	685	981	1354	1040	2352	1060	769	1678	1883	1909	1345
"KIAA1210_3"	"KIAA1210"	860	964	410	356	308	321	360	487	1508	775	560	1365	1848	668	488
"KIAA1210_4"	"KIAA1210"	1638	1638	1656	730	701	832	1159	1314	1219	804	665	1416	707	1288	1023
"KIAA1210_6"	"KIAA1210"	3530	3399	2272	1763	1622	1076	1036	928	2135	968	2776	1639	743	3242	4064
"KIAA1210_7"	"KIAA1210"	756	1028	1332	1281	790	1212	915	997	3391	852	954	2543	59	119	284
"KIAA1210_8"	"KIAA1210"	1097	1275	1798	1104	778	832	733	1348	1113	871	1183	1129	460	737	1090
"KIF13B_10"	"KIF13B"	589	689	691	378	306	234	202	259	1276	250	200	200	89	225	597
"KIF13B_12"	"KIF13B"	912	1055	1291	600	564	678	449	375	1263	500	560	458	1744	538	169
"KIF13B_2"	"KIF13B"	1267	1290	3819	2214	1828	2059	2270	2443	5097	2225	2399	2387	1110	1456	1313
"KIF13B_6"	"KIF13B"	609	678	743	335	244	266	258	218	913	579	371	435	33	431	274
"KIF13B_7"	"KIF13B"	1011	1093	938	382	347	489	825	688	429	212	417	282	2610	2259	1877
"KIF13B_8"	"KIF13B"	1010	1132	1483	1106	800	907	980	1060	2374	687	150	1084	1304	1002	559
"KIF1B_10"	"KIF1B"	753	670	474	354	334	286	266	239	172	146	209	161	85	225	61
"KIF1B_2"	"KIF1B"	971	1163	786	474	329	495	322	258	4061	1584	1050	1917	202	1201	1436
"KIF1B_3"	"KIF1B"	1170	1208	1494	767	635	970	695	862	1684	942	1013	591	9	501	202
"KIF1B_4"	"KIF1B"	795	1087	1215	834	534	696	837	712	1110	656	435	933	622	1083	1081
"KIF1B_5"	"KIF1B"	2753	2638	4019	2168	1546	2019	2078	2057	10597	4662	7037	7615	4282	3361	1847
"KIF1B_7"	"KIF1B"	1626	1487	2130	1343	829	1137	1323	1525	2009	1383	927	1974	1480	1946	399
"KIF21A_13"	"KIF21A"	1547	1395	1906	1367	739	998	1289	1352	3250	1516	1329	2175	463	1149	1832
"KIF21A_14"	"KIF21A"	779	982	1264	597	462	802	967	980	2550	1244	706	1499	16	590	207
"KIF21A_4"	"KIF21A"	1039	865	614	611	427	335	377	442	1651	713	451	1246	2157	1236	236
"KIF21A_5"	"KIF21A"	740	866	1002	630	539	563	527	592	1840	979	354	1279	895	787	271
"KIF21A_8"	"KIF21A"	1382	1629	2444	1357	1037	1181	1423	1758	4211	1617	1854	2274	3505	1559	536
"KIF21A_9"	"KIF21A"	1292	1309	1969	1219	1101	1036	1017	1103	2563	1057	1081	2559	1089	877	470
"KIF2A_1"	"KIF2A"	1155	1491	1681	1117	814	821	367	269	2355	1174	828	1033	169	879	2127
"KIF2A_2"	"KIF2A"	1651	1517	3039	1539	1049	1138	1991	2077	966	935	938	526	2312	2345	3254
"KIF2A_3"	"KIF2A"	1058	953	872	923	662	705	645	560	1624	564	333	560	1475	743	655
"KIF2A_4"	"KIF2A"	156	173	155	35	24	55	46	21	571	160	550	359	308	368	51
"KIF2A_7"	"KIF2A"	547	560	960	437	452	442	507	388	301	214	432	430	216	320	562
"KIF2A_8"	"KIF2A"	220	309	1115	656	385	428	713	815	8	0	87	85	0	64	262
"KIF2C_2"	"KIF2C"	1679	1674	3827	2496	1509	2202	2535	2371	2045	1172	1904	2090	738	1879	1113
"KIF2C_3"	"KIF2C"	1581	1924	3164	2290	1720	1719	1224	1472	3882	1622	1810	3332	171	2011	1783
"KIF2C_4"	"KIF2C"	552	485	866	259	358	357	392	416	101	143	235	35	74	183	78
"KIF2C_5"	"KIF2C"	614	685	758	656	450	677	573	719	954	174	694	1365	51	358	91
"KIF2C_7"	"KIF2C"	691	809	963	611	438	562	406	529	1019	383	251	483	40	387	431
"KIF2C_8"	"KIF2C"	900	969	2109	1061	790	722	867	737	1507	322	522	720	1844	920	285
"KIF5B_1"	"KIF5B"	809	730	1714	1574	740	1020	984	938	2141	1616	525	1951	334	501	146
"KIF5B_10"	"KIF5B"	3427	3427	7490	4715	3354	3808	3622	3871	16176	10331	8023	10986	4221	3340	2994
"KIF5B_14"	"KIF5B"	1646	1901	3760	2629	1609	1627	1620	1385	5247	2864	1614	4221	1047	966	2671
"KIF5B_4"	"KIF5B"	615	557	1668	961	514	848	1427	1318	301	130	135	285	2728	1862	1707
"KIF5B_5"	"KIF5B"	2671	2527	5350	3440	2158	2472	3943	3674	4348	3168	2430	3435	3198	2119	1486
"KIF5B_9"	"KIF5B"	1224	1373	3556	2273	1375	1991	2854	3278	1546	686	500	796	211	228	415
"KLC1_1"	"KLC1"	860	915	1806	1062	803	838	1078	1248	656	647	616	1095	566	752	372
"KLC1_2"	"KLC1"	1801	1983	3283	1994	1696	2202	2138	2514	4190	2186	2069	2965	3282	1427	1294
"KLC1_3"	"KLC1"	2025	2031	2755	1699	1255	1269	1615	1545	1663	1437	946	1636	1926	948	1503
"KLC1_4"	"KLC1"	763	793	1230	547	476	404	901	764	788	488	356	283	225	1227	390
"KLC1_5"	"KLC1"	3765	4016	7756	3644	3001	3671	3556	4047	11473	5697	3834	7482	1385	1417	566
"KLC1_6"	"KLC1"	789	1014	822	555	409	388	402	432	981	482	225	363	587	1218	248
"KLC2_10"	"KLC2"	1716	1868	5583	4263	2351	2237	4794	4467	1075	334	508	1197	4298	2167	2749
"KLC2_12"	"KLC2"	1195	1501	2569	1978	920	1355	1705	1551	6500	2691	3118	2785	4253	2223	810
"KLC2_16"	"KLC2"	728	904	1044	589	285	530	759	539	2704	661	7747	2050	671	1659	458
"KLC2_19"	"KLC2"	690	1058	1042	612	471	424	585	622	5856	1159	2096	2656	13	465	546
"KLC2_4"	"KLC2"	1086	1133	1299	853	508	694	634	847	594	525	230	967	3160	1004	1560
"KLC2_9"	"KLC2"	1329	1364	1190	973	610	678	704	637	685	369	712	1061	2341	1684	592
"KLHL17_10"	"KLHL17"	1664	1633	2448	1904	1186	1177	1981	2513	1344	551	386	1071	1750	1217	693
"KLHL17_12"	"KLHL17"	2126	2287	4932	3357	2222	2258	3371	3461	4003	2856	2951	3105	3707	1613	1428
"KLHL17_5"	"KLHL17"	2241	2874	1959	1398	896	946	1350	1563	5616	2093	5057	3323	4667	5159	4086
"KLHL17_7"	"KLHL17"	2388	2896	4571	2469	1937	1860	2176	1923	6322	2829	2377	4719	3349	4450	2121
"KLHL17_8"	"KLHL17"	1274	1493	1991	1403	1116	808	1423	1404	1621	1043	2937	2571	101	827	945
"KLHL17_9"	"KLHL17"	1450	1446	518	302	242	254	213	315	3493	976	1971	2593	1553	2497	600
"KLHL41_4"	"KLHL41"	1475	1403	865	767	404	620	484	471	1525	787	766	1537	4709	1664	1433
"KLHL41_5"	"KLHL41"	1977	2095	3608	2880	1918	2402	2181	2081	2787	1391	1582	1690	2358	493	563
"KLHL41_6"	"KLHL41"	1976	1960	3816	1693	1263	1971	2345	2121	2802	1864	2324	2541	2520	2792	4249
"KLHL41_7"	"KLHL41"	698	732	642	415	332	330	226	348	1480	901	408	1067	48	1183	284
"KLHL41_8"	"KLHL41"	457	558	608	362	161	114	380	471	4616	985	2268	2807	2	12	1
"KLHL41_9"	"KLHL41"	1727	1788	2324	1082	1121	1128	1144	1157	2637	807	828	2951	2051	3364	891
"KPNA2_2"	"KPNA2"	43	107	4	8	0	0	5	11	42	28	0	18	0	134	0
"KPNA2_4"	"KPNA2"	306	485	470	279	131	152	257	250	328	198	414	425	185	229	111
"KPNA2_5"	"KPNA2"	707	814	871	659	550	602	503	586	888	486	1005	534	21	247	324
"KPNA2_6"	"KPNA2"	726	859	171	224	176	175	385	225	907	913	439	773	267	1413	231
"KPNA2_7"	"KPNA2"	198	180	21	7	37	24	16	26	116	62	0	39	842	663	864
"KPNA2_8"	"KPNA2"	199	258	346	137	204	182	123	105	345	84	138	132	1589	252	0
"KPNA4_1"	"KPNA4"	1232	1118	1510	872	673	907	987	938	1749	573	768	1534	871	1338	548
"KPNA4_2"	"KPNA4"	743	728	514	424	337	306	745	680	913	182	344	399	629	451	481
"KPNA4_3"	"KPNA4"	1145	1113	2561	1857	1402	1701	1487	1468	1821	1751	1722	1927	559	269	142
"KPNA4_4"	"KPNA4"	893	1003	1054	594	674	705	432	475	1218	1176	951	1741	375	782	699
"KPNA4_5"	"KPNA4"	1220	1452	2052	950	723	1104	1325	1411	1865	949	1004	1715	127	758	2168
"KPNA4_7"	"KPNA4"	2154	2209	5295	3606	1959	2137	2997	3528	4753	1214	762	2001	1064	3436	1906
"KPNB1_1"	"KPNB1"	617	502	1398	722	542	591	742	902	1445	521	658	1282	13	313	355
"KPNB1_2"	"KPNB1"	160	165	247	42	31	85	27	29	316	309	98	188	3	59	365
"KPNB1_5"	"KPNB1"	613	516	601	408	433	496	290	348	954	636	598	623	24	345	27
"KPNB1_6"	"KPNB1"	1279	1628	1338	602	620	641	629	762	2004	751	561	1158	4556	1183	653
"KPNB1_7"	"KPNB1"	1022	993	2761	1163	987	1034	1217	1327	2045	760	1924	1235	370	966	1407
"KPNB1_8"	"KPNB1"	72	91	116	63	13	48	71	67	65	90	0	62	0	37	187
"KRT13_11"	"KRT13"	1158	1307	946	759	752	663	691	727	1357	510	896	1162	1751	2059	470
"KRT13_16"	"KRT13"	669	494	574	149	232	196	133	265	412	232	65	232	1486	553	658
"KRT13_19"	"KRT13"	1868	2435	5650	3660	2822	2933	2336	2794	8009	4357	3339	5828	433	1940	712
"KRT13_21"	"KRT13"	985	902	893	335	343	371	512	440	859	916	1442	1344	975	1605	756
"KRT13_4"	"KRT13"	2460	2432	5260	2788	2418	2649	3652	3613	4012	1238	1830	3130	1231	2231	1440
"KRT13_5"	"KRT13"	1026	804	850	571	296	324	275	204	1275	323	59	732	46	552	115
"KRT15_1"	"KRT15"	1108	1006	1257	670	698	901	1035	1087	1123	496	497	979	1138	2414	433
"KRT15_11"	"KRT15"	760	717	1152	1099	766	710	883	1051	2939	342	1033	889	345	240	596
"KRT15_12"	"KRT15"	971	1128	1396	1308	702	734	1211	1401	1225	431	648	1180	723	408	141
"KRT15_3"	"KRT15"	1273	1117	1377	746	764	781	749	802	500	453	374	260	1680	2211	2396
"KRT15_5"	"KRT15"	707	925	1641	910	596	953	1062	1537	1470	591	622	1858	4	279	383
"KRT15_9"	"KRT15"	952	932	1327	963	452	907	647	1108	1177	951	504	437	240	1350	522
"KRT18_11"	"KRT18"	184	93	237	148	95	111	147	114	0	3	0	65	19	18	0
"KRT18_16"	"KRT18"	558	494	603	217	270	242	239	323	1251	511	378	351	843	401	393
"KRT18_3"	"KRT18"	375	524	1118	728	405	572	767	692	270	148	117	687	273	503	145
"KRT18_4"	"KRT18"	83	105	159	49	45	97	219	241	219	54	44	199	1	35	0
"KRT18_7"	"KRT18"	1645	1493	3006	1875	1435	1509	1512	1473	4555	1053	519	1236	179	955	1395
"KRT18_8"	"KRT18"	2132	2538	3316	2823	1965	1840	2247	2614	4078	2639	3299	2853	300	541	933
"KRT25_1"	"KRT25"	285	340	691	507	210	340	470	443	290	80	127	267	21	484	156
"KRT25_13"	"KRT25"	1335	1389	1491	1057	565	738	877	1125	2021	827	423	1577	1308	2526	990
"KRT25_14"	"KRT25"	1153	1141	945	738	575	628	696	759	1864	990	424	1605	1806	1155	519
"KRT25_15"	"KRT25"	1400	1332	1791	1209	912	1135	970	1127	928	733	991	896	3099	907	563
"KRT25_5"	"KRT25"	1775	2007	2505	1731	1110	1400	1358	1697	3467	2203	1751	2552	4824	1747	616
"KRT25_8"	"KRT25"	2460	2802	8552	5196	3467	3905	4452	5039	7793	3738	5390	6465	1813	2111	1462
"KRT4_11"	"KRT4"	772	783	1035	597	420	621	434	440	1074	739	630	1036	23	297	566
"KRT4_12"	"KRT4"	1133	1015	970	676	441	476	590	582	1417	517	506	796	214	862	1177
"KRT4_15"	"KRT4"	1117	1281	310	342	93	187	130	165	4968	3182	3528	5965	482	787	133
"KRT4_16"	"KRT4"	1807	2150	5792	3946	2972	3380	3985	4456	2001	1317	744	1402	615	1354	1738
"KRT4_5"	"KRT4"	619	598	1102	705	704	713	931	764	694	559	175	439	18	419	259
"KRT4_9"	"KRT4"	1840	1947	2470	1432	1387	929	1128	1208	3009	1161	694	1366	2020	2165	1311
"KRT6A_15"	"KRT6A"	1536	1561	1094	872	690	778	693	1132	3797	1016	608	1501	4692	2564	1078
"KRT6A_18"	"KRT6A"	455	430	547	228	232	203	393	382	746	300	174	359	63	72	19
"KRT6A_20"	"KRT6A"	134	243	338	13	46	102	127	252	119	45	35	93	4	172	260
"KRT6A_21"	"KRT6A"	822	730	353	188	264	113	204	102	294	326	88	324	53	337	306
"KRT6A_26"	"KRT6A"	931	1114	882	714	454	566	817	655	868	1145	537	1355	3420	2220	1532
"KRT6A_6"	"KRT6A"	2561	2678	2249	1822	1261	1152	1023	1289	2404	1447	1454	2124	1713	1661	2254
"KRT73_10"	"KRT73"	1363	1398	2345	1663	1505	1344	1798	1804	4102	1692	2466	2333	1103	621	1424
"KRT73_2"	"KRT73"	1721	1980	6155	3357	2279	2145	3068	2967	2008	1240	393	686	637	764	4284
"KRT73_4"	"KRT73"	2158	1855	4457	2296	1748	2015	2450	2490	3502	1512	2265	2198	820	1184	2406
"KRT73_6"	"KRT73"	1257	1422	2008	1456	1211	1526	1397	1340	7981	2120	1897	3688	906	743	814
"KRT73_8"	"KRT73"	1476	1716	1272	769	405	404	690	668	4565	2102	2720	5898	1316	1678	1942
"KRT73_9"	"KRT73"	1205	1174	1444	1050	609	1033	657	622	1302	824	486	1058	1567	1312	872
"KRT76_1"	"KRT76"	314	334	68	101	186	114	55	82	937	169	95	138	103	365	516
"KRT76_12"	"KRT76"	1334	1488	1772	1344	796	976	979	1418	2843	1902	2069	2714	1664	949	292
"KRT76_13"	"KRT76"	1080	1084	1233	821	719	639	932	1056	1901	1412	1470	1910	563	497	810
"KRT76_16"	"KRT76"	2209	2117	4497	3250	2243	3068	2721	2929	6302	4278	2479	6120	608	1180	1652
"KRT76_7"	"KRT76"	1372	1254	1341	413	594	426	590	698	2185	969	1229	2666	5035	4902	1990
"KRT76_9"	"KRT76"	1443	1754	2220	1336	814	915	1130	1348	2503	1350	1454	1378	3799	1814	564
"KRT78_13"	"KRT78"	1633	2128	2256	1144	955	1044	848	795	1096	730	502	937	2077	2521	1289
"KRT78_14"	"KRT78"	1239	1102	606	398	266	360	309	328	1926	778	1036	1559	1222	1911	1553
"KRT78_5"	"KRT78"	1607	1579	2401	1454	1054	1149	982	1294	4282	1614	2277	2580	1499	893	591
"KRT78_7"	"KRT78"	1802	1793	1419	1100	940	1082	1103	1120	573	802	839	849	1019	795	216
"KRT78_8"	"KRT78"	2560	2877	5176	3313	2907	3754	4115	3757	3737	1996	2505	2610	1480	2235	1569
"KRT78_9"	"KRT78"	1317	1284	1159	957	587	708	749	935	2282	1371	1210	1743	2736	1575	1556
"KRT8_11"	"KRT8"	1902	2356	3269	1885	1525	1800	2018	2202	3862	2214	1293	1901	1873	1125	3174
"KRT8_13"	"KRT8"	1341	1517	1356	1230	918	764	883	1250	2000	1106	1072	2076	311	1434	378
"KRT8_14"	"KRT8"	242	296	443	278	228	147	104	89	558	474	495	675	109	230	0
"KRT8_17"	"KRT8"	834	668	1342	779	532	747	416	678	2114	531	430	637	1440	480	398
"KRT8_3"	"KRT8"	1070	1185	2509	1573	1112	1209	1099	1276	2495	828	1045	1251	786	821	94
"KRT8_4"	"KRT8"	510	391	457	156	286	275	259	208	1361	998	752	957	804	1379	437
"KTN1_1"	"KTN1"	752	1006	1105	947	493	647	336	536	1897	618	407	727	550	1027	728
"KTN1_2"	"KTN1"	1418	1376	3018	2053	1423	1582	1889	2120	1149	641	335	1135	1222	1478	423
"KTN1_3"	"KTN1"	514	605	1304	505	547	857	639	789	1319	423	1313	373	92	136	193
"KTN1_4"	"KTN1"	474	530	832	426	332	501	459	430	310	201	106	168	39	178	999
"KTN1_5"	"KTN1"	1752	2314	2909	2221	1902	1969	2667	2901	1578	1523	1526	2210	3597	3315	6960
"KTN1_6"	"KTN1"	430	569	1230	676	415	370	755	686	625	426	198	319	219	269	219
"LANCL1_2"	"LANCL1"	797	1057	1847	755	674	1158	764	580	2791	1696	456	453	1251	649	87
"LANCL1_4"	"LANCL1"	1979	2354	4604	1742	1576	1780	2575	2625	3886	2656	1968	3676	914	1871	575
"LANCL1_5"	"LANCL1"	796	885	1035	588	540	504	722	847	736	521	579	1339	884	243	250
"LANCL1_6"	"LANCL1"	1038	1179	1297	937	650	709	710	833	2555	867	846	1444	251	2117	949
"LANCL1_7"	"LANCL1"	564	583	663	265	217	325	360	354	179	269	405	121	125	299	54
"LANCL1_8"	"LANCL1"	426	433	459	380	204	378	222	309	565	651	723	272	189	407	616
"LAP3_1"	"LAP3"	1075	1002	1110	673	603	412	534	671	1842	322	775	1800	1349	1089	566
"LAP3_10"	"LAP3"	948	1072	1332	887	522	652	771	768	1664	819	551	1452	102	940	440
"LAP3_4"	"LAP3"	1251	1394	1816	959	711	896	1019	1263	2760	1512	662	1645	1864	979	675
"LAP3_5"	"LAP3"	730	897	1020	848	291	358	384	252	551	349	298	706	825	692	247
"LAP3_6"	"LAP3"	1627	1903	3451	2129	1220	1413	1518	1434	6726	2947	3495	4066	2349	1889	1075
"LAP3_9"	"LAP3"	351	602	803	400	253	292	235	179	1246	678	770	297	572	1164	365
"LARP1_1"	"LARP1"	145	173	61	80	33	50	58	104	64	22	12	394	33	374	0
"LARP1_2"	"LARP1"	400	480	153	111	123	175	114	117	1288	488	159	751	666	1176	115
"LARP1_3"	"LARP1"	245	267	163	160	143	166	106	107	428	7	1241	189	5	357	42
"LARP1_4"	"LARP1"	1158	1288	1140	644	560	812	737	590	2544	659	1451	1869	932	583	972
"LARP1_5"	"LARP1"	141	79	126	78	124	72	116	47	34	17	32	93	0	149	71
"LARP1_7"	"LARP1"	551	410	1087	588	218	477	315	389	396	50	180	208	19	336	76
"LARP4_13"	"LARP4"	1463	1364	1442	1168	656	762	876	945	2592	771	695	1626	1412	867	1473
"LARP4_14"	"LARP4"	2325	2956	4925	3492	2136	2744	2928	2668	6699	4533	4095	4590	840	1962	809
"LARP4_2"	"LARP4"	770	1045	1194	983	457	658	1017	833	1662	565	680	799	140	669	509
"LARP4_3"	"LARP4"	958	924	1611	668	719	555	720	770	2080	653	702	864	945	1437	735
"LARP4_6"	"LARP4"	442	543	275	207	247	337	293	474	968	341	510	292	17	847	118
"LARP4_8"	"LARP4"	2021	2167	3739	2986	1847	2098	2411	2313	5464	2340	2215	3859	5182	5017	1378
"LARP4B_10"	"LARP4B"	2148	2888	5123	3506	1952	2374	1940	2229	8321	4015	3927	5613	1302	1515	1593
"LARP4B_12"	"LARP4B"	675	929	422	383	306	404	232	274	2232	1120	1227	1050	1901	1343	736
"LARP4B_18"	"LARP4B"	2674	2870	3164	1373	1214	1232	1904	1771	6451	3063	3221	5146	5235	4445	2397
"LARP4B_3"	"LARP4B"	1098	1380	1040	991	699	825	688	533	902	664	942	1602	333	1041	828
"LARP4B_4"	"LARP4B"	2064	2330	5159	3131	2061	1755	1768	1916	3474	2122	1969	2349	107	781	1032
"LARP4B_8"	"LARP4B"	1686	1727	4026	1978	1246	1534	1757	1595	3872	1536	2538	2624	79	1326	1205
"LARS1_1"	"LARS1"	201	136	164	224	129	155	126	89	0	22	0	54	6	219	165
"LARS1_2"	"LARS1"	100	278	181	27	62	92	43	108	642	214	345	446	65	351	432
"LARS1_3"	"LARS1"	52	46	37	9	35	9	4	11	98	100	0	0	4	84	0
"LARS1_4"	"LARS1"	2085	2262	6727	4281	2369	2956	5663	5395	1220	1096	1224	1102	1616	1482	1264
"LARS1_5"	"LARS1"	218	265	396	292	95	146	106	111	228	167	36	229	39	91	46
"LARS1_6"	"LARS1"	975	1176	1464	959	723	744	617	488	995	804	926	1342	639	677	119
"LASP1_1"	"LASP1"	174	190	236	201	152	75	111	169	174	62	160	23	14	88	134
