"sgRNA"	"Gene"	"mito_mock_1"	"mito_mock_2"	"mito_rcVSV_1"	"mito_rcVSV_2"	"mito_hku5_1"	"mito_hku5_2"	"mito_sars2_1"	"mito_sars2_2"	"mito_mers_1"	"mito_mers_2"	"mito_t1015n_1"	"mito_t1015n_2"	"mito_emcv_1"	"mito_emcv_2"	"mito_iav_1"	"mito_iav_2"
"MRPL57_7"	"MRPL57"	253	245	79	137	101	329	221	520	115	239	175	189	18	2	578	4
"MRPL57_8"	"MRPL57"	557	685	307	1332	765	757	882	823	511	209	126	331	85	548	163	98
"MRPL58_1"	"MRPL58"	1521	1511	693	3162	2350	2713	1826	3440	736	707	928	622	273	623	451	993
"MRPL58_2"	"MRPL58"	1392	1406	544	2184	1542	2022	1447	1825	1214	600	1422	1381	3437	429	1171	2776
"MRPL58_3"	"MRPL58"	191	321	25	214	162	369	28	79	124	12	10	133	55	35	22	4
"MRPL58_4"	"MRPL58"	1706	1704	725	1836	2103	2513	1199	1795	2199	1411	1900	1638	1875	747	1431	641
"MRPL58_5"	"MRPL58"	429	537	248	812	640	510	473	480	760	257	220	496	579	435	499	306
"MRPL58_6"	"MRPL58"	1158	1432	772	1619	1584	1833	1552	1710	2316	1576	1196	3059	480	795	1703	1402
"MRPS10_11"	"MRPS10"	215	241	70	107	250	195	207	270	109	185	14	82	61	1	27	596
"MRPS10_14"	"MRPS10"	784	1060	629	1383	1254	1548	952	711	2399	1379	1691	1420	705	177	318	10
"MRPS10_15"	"MRPS10"	781	845	423	1045	861	1281	941	540	723	497	290	602	4609	480	2077	294
"MRPS10_20"	"MRPS10"	866	1184	379	1565	1109	1512	1112	856	1436	768	581	1629	206	307	596	1450
"MRPS10_5"	"MRPS10"	1045	1379	729	2701	2505	2197	2194	2869	1052	790	1251	1003	86	337	340	171
"MRPS10_6"	"MRPS10"	1219	1471	565	2112	1533	1754	1803	1287	1982	679	1319	1552	2062	1135	774	970
"MRPS11_14"	"MRPS11"	1717	1954	886	2192	1733	1989	1875	2428	653	356	1365	410	2681	1073	3547	1215
"MRPS11_22"	"MRPS11"	495	538	320	654	835	666	627	488	322	236	162	414	5	43	136	4
"MRPS11_23"	"MRPS11"	890	878	472	1034	865	1243	845	764	1046	536	779	189	278	131	134	225
"MRPS11_24"	"MRPS11"	248	261	101	294	291	326	213	468	210	153	367	292	114	94	258	397
"MRPS11_28"	"MRPS11"	600	570	188	545	631	494	406	642	1055	683	610	823	389	93	83	203
"MRPS11_9"	"MRPS11"	417	583	84	487	484	381	380	762	324	205	235	195	2903	4	16	529
"MRPS12_10"	"MRPS12"	598	812	365	880	947	1228	934	796	1328	687	988	1377	230	201	560	462
"MRPS12_2"	"MRPS12"	954	977	837	2725	1929	2187	2300	2821	882	641	800	581	160	452	1325	168
"MRPS12_3"	"MRPS12"	486	442	247	457	453	430	483	135	383	116	125	73	257	15	162	30
"MRPS12_5"	"MRPS12"	293	631	190	564	352	532	213	206	249	111	146	137	1096	106	959	32
"MRPS12_6"	"MRPS12"	198	326	66	152	24	149	77	133	95	211	258	60	894	57	138	2
"MRPS12_9"	"MRPS12"	179	256	104	223	203	497	181	352	165	110	82	241	9	105	219	11
"MRPS14_12"	"MRPS14"	217	269	232	524	245	228	459	501	279	294	126	244	896	12	0	437
"MRPS14_13"	"MRPS14"	340	371	35	70	198	254	112	134	173	195	407	103	3248	294	15	458
"MRPS14_2"	"MRPS14"	1727	2165	589	1260	1426	1563	1594	1119	1164	1351	909	2683	2620	281	2068	3416
"MRPS14_5"	"MRPS14"	1946	1480	708	1578	1469	2413	1007	1804	1332	342	1320	2421	103	477	517	475
"MRPS14_6"	"MRPS14"	223	239	95	148	170	233	407	239	38	6	63	97	794	121	0	236
"MRPS14_7"	"MRPS14"	199	169	27	156	80	185	92	110	379	317	169	57	186	19	0	1
"MRPS15_15"	"MRPS15"	296	375	112	440	500	714	297	295	63	184	121	160	1	39	579	4
"MRPS15_22"	"MRPS15"	483	586	337	573	634	761	583	554	355	263	386	650	22	26	752	106
"MRPS15_23"	"MRPS15"	657	552	459	1021	952	797	1219	617	582	397	295	152	1416	353	291	61
"MRPS15_27"	"MRPS15"	1450	1628	769	2180	1671	2071	2271	2053	1996	1468	2291	1922	5479	879	803	785
"MRPS15_7"	"MRPS15"	348	390	35	164	124	156	175	71	72	30	74	173	154	43	236	551
"MRPS15_9"	"MRPS15"	522	490	457	671	656	466	879	585	315	38	56	60	93	40	290	1
"MRPS16_10"	"MRPS16"	71	143	108	220	463	376	402	468	335	741	464	277	1	63	236	1
"MRPS16_2"	"MRPS16"	232	247	419	510	350	563	454	742	263	86	69	379	185	94	69	1081
"MRPS16_20"	"MRPS16"	204	256	48	228	205	277	113	120	203	104	151	71	159	145	391	101
"MRPS16_22"	"MRPS16"	783	810	228	554	583	614	650	505	644	424	769	208	4192	1414	438	321
"MRPS16_5"	"MRPS16"	241	258	206	123	105	247	159	88	153	178	80	254	758	172	128	2
"MRPS16_8"	"MRPS16"	782	907	397	1268	447	1059	827	462	719	415	551	283	116	80	883	23
"MRPS18A_10"	"MRPS18A"	391	286	90	236	199	365	335	303	139	22	43	143	18	8	89	2
"MRPS18A_12"	"MRPS18A"	301	492	144	422	484	559	321	136	133	157	115	215	10	1	199	20
"MRPS18A_14"	"MRPS18A"	372	461	242	969	532	701	356	664	338	417	199	379	70	100	145	113
"MRPS18A_3"	"MRPS18A"	123	152	11	68	86	178	307	33	128	128	115	98	12	2	2	23
"MRPS18A_4"	"MRPS18A"	644	778	153	515	506	601	501	447	1006	62	379	459	208	94	191	2909
"MRPS18A_7"	"MRPS18A"	1198	1411	1195	3130	2946	2926	2646	1503	1960	1708	1686	1669	2082	700	1576	4936
"MRPS18B_1"	"MRPS18B"	120	171	87	111	135	193	139	59	26	89	146	38	3	0	25	1
"MRPS18B_10"	"MRPS18B"	106	80	5	104	74	142	66	142	41	0	8	0	1	719	0	17
"MRPS18B_11"	"MRPS18B"	298	326	144	241	350	554	430	333	489	54	313	256	1206	1183	581	43
"MRPS18B_5"	"MRPS18B"	399	510	228	945	561	671	631	420	350	203	188	190	721	253	386	66
"MRPS18B_6"	"MRPS18B"	241	182	185	170	434	614	556	111	758	429	422	232	2	56	25	1
"MRPS18B_8"	"MRPS18B"	266	289	80	364	403	384	498	582	420	165	181	146	27	26	353	1
"MRPS18C_13"	"MRPS18C"	585	751	230	535	779	937	590	419	292	217	325	440	56	79	426	288
"MRPS18C_14"	"MRPS18C"	687	908	291	1660	985	1257	712	1367	406	344	545	316	2000	793	2019	3199
"MRPS18C_15"	"MRPS18C"	760	1001	245	1082	567	1080	791	1367	747	655	547	805	1663	1158	745	3439
"MRPS18C_3"	"MRPS18C"	197	143	60	257	148	135	124	377	448	109	63	57	0	35	0	0
"MRPS18C_7"	"MRPS18C"	522	422	216	644	729	439	879	809	300	248	408	185	745	619	998	1275
"MRPS18C_8"	"MRPS18C"	569	812	253	746	618	776	985	1031	419	401	171	353	838	138	840	673
"MRPS2_13"	"MRPS2"	663	511	203	639	339	507	431	521	623	63	347	556	755	255	1077	761
"MRPS2_16"	"MRPS2"	758	1111	403	1345	1186	1207	504	571	803	287	717	551	1214	348	457	53
"MRPS2_2"	"MRPS2"	231	240	51	197	267	340	342	237	137	82	157	193	714	766	0	57
"MRPS2_3"	"MRPS2"	210	276	268	575	834	600	881	636	257	321	306	117	17	62	79	30
"MRPS2_8"	"MRPS2"	145	134	46	135	60	47	138	144	238	124	125	80	301	0	88	0
"MRPS2_9"	"MRPS2"	278	286	143	475	228	692	275	235	116	64	474	178	23	129	95	1995
"MRPS21_4"	"MRPS21"	547	630	330	1508	901	1159	1428	857	1076	344	971	664	266	109	15	568
"MRPS21_5"	"MRPS21"	108	60	14	72	34	72	60	16	0	21	89	0	0	0	11	1
"MRPS21_6"	"MRPS21"	71	186	59	106	167	206	72	99	33	39	48	23	0	0	0	260
"MRPS21_7"	"MRPS21"	1710	2300	1329	4040	3259	3232	2485	2181	6941	3484	6375	3640	2547	849	1760	46
"MRPS21_8"	"MRPS21"	579	729	185	391	547	697	778	702	172	362	119	526	543	599	440	1138
"MRPS21_9"	"MRPS21"	242	322	51	160	156	181	74	174	35	48	19	146	353	66	0	13
"MRPS22_1"	"MRPS22"	68	149	12	128	46	99	72	19	90	22	73	33	272	0	54	3
"MRPS22_10"	"MRPS22"	112	86	23	136	124	51	154	73	95	68	58	0	240	0	308	4
"MRPS22_2"	"MRPS22"	190	341	86	245	300	177	162	131	77	36	106	139	41	23	233	661
"MRPS22_4"	"MRPS22"	445	461	62	429	358	365	376	253	824	528	620	1052	193	230	551	46
"MRPS22_8"	"MRPS22"	826	674	438	1372	716	989	1139	1016	161	159	351	613	1202	52	160	1681
"MRPS22_9"	"MRPS22"	223	271	341	791	358	615	482	688	246	89	506	44	15	19	577	52
"MRPS23_17"	"MRPS23"	367	417	380	785	369	710	662	553	680	103	212	483	2	15	192	3
"MRPS23_21"	"MRPS23"	527	769	136	802	445	809	505	731	681	150	189	254	1997	106	41	16
"MRPS23_24"	"MRPS23"	348	623	242	696	413	536	418	269	628	230	372	658	12	263	346	2097
"MRPS23_4"	"MRPS23"	256	237	50	270	190	295	252	170	213	184	86	187	10	36	0	1
"MRPS23_5"	"MRPS23"	535	599	237	855	818	698	746	671	725	122	254	378	350	182	486	76
"MRPS23_6"	"MRPS23"	456	564	269	1037	399	449	489	737	184	296	285	155	1146	240	360	322
"MRPS24_10"	"MRPS24"	918	1062	489	853	652	845	890	924	1182	871	749	1063	1254	296	998	793
"MRPS24_11"	"MRPS24"	427	554	136	314	334	314	542	342	615	524	633	752	410	109	122	207
"MRPS24_3"	"MRPS24"	193	160	72	97	85	125	95	17	37	28	0	77	4	37	88	4
"MRPS24_5"	"MRPS24"	1688	2026	528	1852	852	1806	1014	1459	895	1276	1381	1781	1595	361	1675	914
"MRPS24_7"	"MRPS24"	397	430	151	609	621	1145	719	338	393	410	666	45	735	48	31	462
"MRPS24_8"	"MRPS24"	996	1121	497	1757	1009	1484	1204	1575	771	411	546	320	249	767	59	137
"MRPS25_3"	"MRPS25"	813	1187	536	1846	1528	2204	1252	1426	2643	1420	1587	1251	1108	250	1152	1922
"MRPS25_4"	"MRPS25"	257	289	98	245	108	302	192	216	82	100	91	34	1531	7	0	44
"MRPS25_5"	"MRPS25"	414	365	204	640	698	410	448	465	166	186	63	108	10	9	560	71
"MRPS25_6"	"MRPS25"	307	361	31	194	262	315	54	76	243	68	201	222	1332	415	1113	778
"MRPS25_8"	"MRPS25"	1212	1311	215	1040	690	1033	597	867	382	367	898	993	4841	1904	269	623
"MRPS25_9"	"MRPS25"	81	70	40	7	57	107	184	48	37	47	36	23	9	0	0	1
"MRPS26_1"	"MRPS26"	428	392	133	325	460	601	394	133	287	241	647	130	4	7	444	255
"MRPS26_10"	"MRPS26"	101	127	14	34	61	40	12	34	83	56	66	2	403	20	92	359
"MRPS26_16"	"MRPS26"	498	643	182	629	576	830	514	428	241	76	540	389	2945	341	98	71
"MRPS26_4"	"MRPS26"	703	922	834	2910	1611	2071	2404	1533	757	447	843	335	41	1	869	167
"MRPS26_5"	"MRPS26"	533	718	328	1060	985	962	571	474	429	112	467	472	2224	864	504	39
"MRPS26_7"	"MRPS26"	894	1188	340	1375	862	1195	879	1203	564	528	811	551	716	403	493	1114
"MRPS27_11"	"MRPS27"	829	1017	478	1356	1561	1397	1044	1572	1762	559	1492	444	98	171	1142	19
"MRPS27_13"	"MRPS27"	426	640	210	624	491	678	608	341	328	395	232	679	3389	225	772	774
"MRPS27_14"	"MRPS27"	222	226	124	266	230	420	333	151	169	155	47	15	6	8	22	0
"MRPS27_4"	"MRPS27"	300	362	62	263	197	302	105	173	33	9	106	48	20	46	121	0
"MRPS27_7"	"MRPS27"	358	461	152	482	437	454	431	527	1122	161	527	190	122	78	30	100
"MRPS27_9"	"MRPS27"	135	131	91	209	52	209	138	182	107	43	94	17	19	1	0	4
"MRPS28_10"	"MRPS28"	521	662	128	364	347	491	595	488	408	194	170	171	259	168	216	8
"MRPS28_10.1"	"MRPS28"	521	662	128	364	347	491	594	488	408	194	170	171	259	168	216	8
"MRPS28_16"	"MRPS28"	960	1041	718	2188	1237	1649	1262	1339	854	350	1054	1238	1474	542	1401	135
"MRPS28_16.1"	"MRPS28"	960	1040	718	2186	1237	1649	1262	1339	853	350	1053	1238	1474	542	1401	135
"MRPS28_21"	"MRPS28"	927	861	238	519	486	360	384	330	987	449	474	1253	851	156	159	404
"MRPS28_21.1"	"MRPS28"	927	861	238	519	486	360	384	330	987	449	474	1253	851	156	159	404
"MRPS28_26"	"MRPS28"	978	1179	319	946	827	941	362	780	921	898	645	1216	282	763	343	26
"MRPS28_26.1"	"MRPS28"	977	1179	319	946	825	941	362	780	921	898	645	1216	282	763	343	26
"MRPS28_5"	"MRPS28"	2070	2341	1014	3469	3073	3012	2473	3398	1778	1405	2087	2480	1438	789	2963	3464
"MRPS28_5.1"	"MRPS28"	2070	2339	1014	3469	3071	3012	2473	3397	1778	1405	2085	2480	1438	789	2962	3464
"MRPS28_7"	"MRPS28"	1753	2152	971	2278	3090	2444	3222	3472	2273	783	1656	1329	3329	759	2423	5185
"MRPS28_7.1"	"MRPS28"	1753	2152	971	2277	3089	2444	3222	3472	2273	783	1652	1329	3329	758	2423	5185
"MRPS30_1"	"MRPS30"	275	472	318	694	576	477	703	528	428	235	324	1244	206	119	64	5
"MRPS30_10"	"MRPS30"	1051	1210	345	1287	1073	1362	841	1123	1687	1077	1228	2178	1760	507	225	112
"MRPS30_12"	"MRPS30"	917	909	544	2007	1525	1728	1137	1381	1716	897	1231	1159	3863	717	518	254
"MRPS30_14"	"MRPS30"	138	121	46	93	91	156	68	222	30	53	73	18	263	22	135	89
"MRPS30_7"	"MRPS30"	1434	1960	602	1773	1895	2066	1843	2254	2356	801	2167	1271	1577	577	2543	976
"MRPS30_9"	"MRPS30"	354	300	234	572	368	502	267	524	708	904	275	1069	19	17	131	71
"MRPS31_13"	"MRPS31"	763	871	248	556	321	678	521	469	1256	719	839	475	1058	128	76	78
"MRPS31_15"	"MRPS31"	1302	1523	379	1036	1065	1352	1093	1086	737	1193	1048	873	1421	670	1245	262
"MRPS31_23"	"MRPS31"	279	406	62	168	123	93	184	98	356	112	562	343	946	34	574	128
"MRPS31_27"	"MRPS31"	1497	1814	797	2680	2105	2609	1954	3143	3159	2137	2456	2524	891	339	2264	924
"MRPS31_37"	"MRPS31"	1710	2129	890	3086	2881	3099	2715	2329	3227	1185	2186	2599	3076	1019	2844	803
"MRPS31_8"	"MRPS31"	474	591	117	587	554	687	728	638	868	528	312	567	468	656	122	4
"MRPS33_12"	"MRPS33"	290	364	82	279	182	292	295	236	236	167	151	36	28	835	1	8
"MRPS33_13"	"MRPS33"	1648	1850	515	1911	1011	1527	1601	1690	2905	1295	1977	1804	5463	670	1445	615
"MRPS33_14"	"MRPS33"	627	566	97	506	391	420	291	224	456	180	149	868	2076	219	199	352
"MRPS33_15"	"MRPS33"	343	367	39	189	71	155	50	69	131	253	385	77	562	27	1	1
"MRPS33_20"	"MRPS33"	1192	1157	302	1196	1099	1388	1004	696	540	510	852	199	1700	662	1128	1507
"MRPS33_5"	"MRPS33"	771	1121	496	1689	1343	1340	1188	1481	392	381	373	331	199	79	1132	1923
"MRPS34_10"	"MRPS34"	626	713	142	612	350	631	515	320	505	184	181	494	221	103	95	121
"MRPS34_11"	"MRPS34"	529	562	646	843	582	968	679	768	579	1065	576	1119	57	320	297	152
"MRPS34_2"	"MRPS34"	276	256	179	355	176	345	385	227	204	29	220	58	244	542	0	15
"MRPS34_3"	"MRPS34"	243	270	150	266	606	314	325	459	379	53	248	196	87	0	171	2055
"MRPS34_5"	"MRPS34"	898	1405	496	1982	1422	1714	1814	1316	965	443	899	520	6368	1326	497	521
"MRPS34_7"	"MRPS34"	343	353	123	148	239	323	191	347	158	83	115	333	176	7	136	89
"MRPS35_11"	"MRPS35"	5134	5490	2576	8667	6967	7374	5869	5595	5463	4919	6229	4846	2809	1195	2966	3259
"MRPS35_11.1"	"MRPS35"	5130	5488	2576	8665	6963	7372	5866	5592	5462	4919	6226	4846	2808	1195	2965	3259
"MRPS35_13"	"MRPS35"	3294	3995	1346	5926	3737	5206	3970	4298	2715	1329	2381	1433	6572	1956	4350	5173
"MRPS35_13.1"	"MRPS35"	3293	3993	1346	5921	3736	5204	3970	4297	2715	1329	2380	1433	6571	1955	4350	5173
"MRPS35_14"	"MRPS35"	448	493	281	914	869	853	499	589	453	155	887	575	223	139	209	3
"MRPS35_14.1"	"MRPS35"	448	493	281	914	869	853	499	589	452	155	887	575	223	139	209	3
"MRPS35_5"	"MRPS35"	643	1109	585	1388	1198	1642	1733	1782	681	211	515	961	748	38	406	107
"MRPS35_5.1"	"MRPS35"	643	1109	585	1388	1197	1642	1733	1782	681	211	515	961	747	38	406	107
"MRPS35_6"	"MRPS35"	1425	2185	1226	3910	2462	3262	2053	2740	3362	2145	2725	1514	390	35	568	254
"MRPS35_6.1"	"MRPS35"	1423	2184	1226	3909	2461	3261	2052	2740	3360	2145	2724	1514	390	35	567	254
"MRPS35_7"	"MRPS35"	457	537	181	824	641	460	838	754	220	29	104	178	24	19	20	158
"MRPS35_7.1"	"MRPS35"	457	537	181	824	641	460	837	754	220	29	104	178	24	19	20	158
"MRPS36_1"	"MRPS36"	386	453	137	317	257	488	142	192	400	165	160	287	122	0	54	5
"MRPS36_12"	"MRPS36"	188	157	193	595	246	521	491	457	231	98	91	122	11	0	0	31
"MRPS36_17"	"MRPS36"	518	812	257	702	432	689	626	419	219	112	186	125	1486	181	245	138
"MRPS36_5"	"MRPS36"	296	369	106	159	260	240	235	243	78	141	120	39	2008	308	118	16
"MRPS36_6"	"MRPS36"	545	665	293	1196	690	1066	740	774	1173	589	1404	1151	2372	12	198	793
"MRPS36_7"	"MRPS36"	980	1270	369	1186	1150	1096	1073	1277	660	490	746	500	599	94	895	687
"MRPS5_17"	"MRPS5"	425	433	56	340	382	280	366	232	409	140	135	243	250	20	145	53
"MRPS5_32"	"MRPS5"	1353	1610	526	2121	1053	1642	1275	971	1156	1305	628	1345	1762	314	1238	781
"MRPS5_39"	"MRPS5"	541	627	386	1309	1111	548	1464	1299	217	160	158	227	49	174	1252	202
"MRPS5_44"	"MRPS5"	215	193	98	339	287	556	174	445	231	100	64	224	241	515	403	149
"MRPS5_5"	"MRPS5"	592	646	285	524	584	765	905	1154	539	219	458	498	922	18	89	102
"MRPS5_6"	"MRPS5"	562	611	152	464	519	524	675	420	65	142	266	192	82	64	338	2
"MRPS6_10"	"MRPS6"	446	590	55	234	132	247	148	286	946	682	994	924	939	148	506	75
"MRPS6_14"	"MRPS6"	968	933	580	2159	2031	2137	1613	1779	1559	813	1884	1091	1897	785	242	7
"MRPS6_15"	"MRPS6"	558	318	152	700	311	665	187	332	203	58	414	48	252	112	432	373
"MRPS6_16"	"MRPS6"	1032	1177	201	902	609	597	838	609	514	149	628	510	2636	140	1385	248
"MRPS6_5"	"MRPS6"	361	447	163	217	377	474	185	366	195	89	64	103	124	27	212	1
"MRPS6_6"	"MRPS6"	340	446	170	869	576	596	923	612	281	61	94	151	272	4	624	2372
"MRPS7_14"	"MRPS7"	265	279	83	483	116	233	250	170	734	625	389	343	46	62	399	12
"MRPS7_16"	"MRPS7"	275	264	136	516	430	434	394	555	53	203	94	75	942	270	193	2
"MRPS7_20"	"MRPS7"	276	410	119	439	409	379	268	210	185	189	177	124	304	206	278	51
"MRPS7_28"	"MRPS7"	573	619	214	913	787	716	457	703	246	463	339	326	423	215	574	415
"MRPS7_5"	"MRPS7"	405	539	264	797	611	805	449	522	292	135	55	283	1875	275	220	38
"MRPS7_9"	"MRPS7"	2449	3186	2323	8339	4886	5896	6477	6521	5034	2161	4614	5284	8940	2057	1960	2844
"MRPS9_10"	"MRPS9"	203	243	79	106	84	205	122	109	64	111	116	78	3	46	209	2
"MRPS9_2"	"MRPS9"	368	448	42	204	201	365	220	280	125	109	391	190	4402	146	136	180
"MRPS9_3"	"MRPS9"	368	416	231	459	529	626	469	466	747	459	258	425	578	59	1608	818
"MRPS9_5"	"MRPS9"	661	538	220	675	520	430	769	1096	234	282	291	155	334	153	933	7
"MRPS9_6"	"MRPS9"	691	745	164	500	343	552	484	455	586	498	703	621	207	998	1009	287
"MRPS9_9"	"MRPS9"	218	250	106	197	215	207	155	79	105	363	124	92	18	1	18	4
"MRRF_1"	"MRRF"	660	741	234	597	804	631	839	423	950	323	405	333	2251	217	1006	56
"MRRF_10"	"MRRF"	1532	1782	676	1999	1810	2332	1177	1152	1430	858	757	1117	2321	665	1431	1083
"MRRF_2"	"MRRF"	1482	1922	311	1008	1071	1264	1172	1185	1289	730	1003	803	1872	217	1415	1005
"MRRF_4"	"MRRF"	1021	1244	672	2030	1170	1550	1390	1593	727	829	1311	1269	526	292	826	147
"MRRF_8"	"MRRF"	1328	1413	416	1025	927	914	834	1068	1186	516	948	590	268	608	622	824
"MRRF_9"	"MRRF"	1071	1150	293	1137	701	1093	564	688	756	440	724	814	384	236	793	8
"MSRB3_1"	"MSRB3"	996	1042	534	2154	1401	1502	1589	2121	1428	845	1630	1266	545	93	948	709
"MSRB3_2"	"MSRB3"	2370	2652	1065	2632	1880	3402	2546	2208	1538	937	1209	2563	5861	2712	3105	2695
"MSRB3_4"	"MSRB3"	1068	1160	173	735	570	731	664	554	687	226	550	387	3690	658	691	5
"MSRB3_5"	"MSRB3"	450	594	181	503	338	530	443	397	235	84	33	71	634	300	530	119
"MSRB3_6"	"MSRB3"	3280	3317	1457	4520	3387	4419	3426	3444	4890	1631	3189	3426	4832	1489	2076	2798
"MSRB3_7"	"MSRB3"	432	596	208	563	706	589	809	513	421	432	591	152	1197	306	572	97
"MSTO1_1"	"MSTO1"	536	504	236	1024	524	671	695	775	628	340	591	697	47	9	24	689
"MSTO1_2"	"MSTO1"	1008	1342	729	2051	1705	1713	1517	2677	1395	834	1450	2158	851	115	524	47
"MSTO1_3"	"MSTO1"	56	72	30	57	88	92	126	74	63	6	180	11	1	0	0	181
"MSTO1_4"	"MSTO1"	590	586	267	1054	510	467	382	657	744	198	788	903	934	411	845	22
"MSTO1_5"	"MSTO1"	35	63	22	23	40	70	93	15	7	4	19	27	1	0	0	0
"MSTO1_6"	"MSTO1"	96	130	54	65	53	178	72	10	309	236	54	38	0	0	0	1
"MTARC1_1"	"MTARC1"	1971	2351	660	2458	1462	2339	2587	2291	2672	1684	2248	2635	6833	1897	4743	1560
"MTARC1_2"	"MTARC1"	1719	2104	947	2792	2263	2677	2059	2105	1503	762	1560	1700	865	120	626	844
"MTARC1_3"	"MTARC1"	1900	2360	1105	4524	3742	4171	3734	3478	2448	2706	2006	3230	1916	600	760	1869
"MTARC1_4"	"MTARC1"	1494	1816	808	2553	1638	2510	1761	2026	1096	456	455	565	2724	2164	1766	1156
"MTARC1_5"	"MTARC1"	1233	1378	798	2179	1360	2084	1542	2309	2126	971	1425	1289	772	719	2026	101
"MTARC1_6"	"MTARC1"	1895	2583	817	2213	2086	3078	2022	2648	2298	1652	1960	2245	1614	1677	2194	2628
"MTCH2_2"	"MTCH2"	933	998	252	809	772	729	369	485	1144	660	700	560	1219	577	1309	1855
"MTCH2_3"	"MTCH2"	662	443	415	1241	712	1564	736	787	420	483	525	756	952	800	2386	194
"MTCH2_4"	"MTCH2"	568	580	453	1107	919	946	1115	1327	370	156	333	76	36	29	426	214
"MTCH2_7"	"MTCH2"	1506	1770	913	3107	1617	2126	1767	1658	2242	1102	1890	1287	1051	740	884	1291
"MTCH2_8"	"MTCH2"	2161	2892	1250	3693	2498	3283	2417	2104	3457	1488	2103	2868	2310	1380	1155	1399
"MTCH2_9"	"MTCH2"	1261	1559	488	1286	1316	1488	1279	879	1598	1092	762	583	6075	650	960	986
"MTCP1_1"	"MTCP1"	1185	1440	606	1818	1251	1267	1953	2176	634	378	486	973	10407	1706	654	280
"MTCP1_2"	"MTCP1"	1181	1206	730	1644	1533	1174	1155	1567	751	608	776	799	2585	197	913	2106
"MTCP1_3"	"MTCP1"	1232	1557	636	1712	1037	1132	1031	746	1157	405	1126	1809	2637	1052	1708	894
"MTCP1_4"	"MTCP1"	964	941	496	1529	938	1319	1626	1637	731	533	925	436	516	47	535	3
"MTCP1_5"	"MTCP1"	1276	1724	916	3282	1448	2372	2331	1983	7517	2570	8461	5579	1294	1020	1280	491
"MTCP1_6"	"MTCP1"	1811	2206	1208	3386	2742	3293	3502	3781	1361	1457	1825	2011	1453	197	1749	2115
"MTERF3_1"	"MTERF3"	1115	1203	410	1724	1305	1694	1203	1314	1253	696	680	935	934	1024	2578	1458
"MTERF3_2"	"MTERF3"	1267	1564	909	2273	1829	2455	1733	1970	1895	815	1035	1220	4761	1058	2425	733
"MTERF3_3"	"MTERF3"	563	676	246	690	788	556	765	821	447	406	485	427	35	10	152	816
"MTERF3_4"	"MTERF3"	1438	1874	986	2182	2209	2876	2566	2975	2575	2177	1950	1842	1838	268	569	1110
"MTERF3_5"	"MTERF3"	363	400	155	870	528	909	756	511	135	133	108	401	31	26	334	1053
"MTERF3_6"	"MTERF3"	161	323	42	107	37	75	72	76	144	79	115	145	809	62	262	3
"MTERF4_1"	"MTERF4"	690	979	274	613	446	674	774	576	678	1101	425	924	226	115	170	385
"MTERF4_2"	"MTERF4"	1857	2180	1363	3504	2824	2601	2950	3261	1457	1242	2214	1807	7334	2125	847	1391
"MTERF4_3"	"MTERF4"	462	614	111	684	429	599	216	276	286	227	266	380	1235	134	427	6
"MTERF4_4"	"MTERF4"	682	674	317	686	546	749	392	443	609	498	792	816	527	533	1180	2620
"MTERF4_5"	"MTERF4"	1293	1836	1321	2922	2506	2967	2128	1845	1664	774	1358	838	515	425	1314	3679
"MTERF4_6"	"MTERF4"	2518	3133	1052	3236	3046	3261	2495	2440	2833	1762	1942	2425	3741	1844	2842	1199
"MTERFD1_1"	"MTERFD1"	682	727	370	972	1096	1142	611	455	955	438	1341	433	128	510	626	1723
"MTERFD1_2"	"MTERFD1"	563	676	246	691	788	556	765	821	447	406	486	427	35	10	152	816
"MTERFD1_3"	"MTERFD1"	745	921	271	1015	475	1000	675	823	801	365	532	625	1981	382	1464	774
"MTERFD1_4"	"MTERFD1"	5	6	3	0	15	3	0	0	0	0	0	3	0	0	0	0
"MTERFD1_5"	"MTERFD1"	367	350	78	213	350	355	204	94	310	97	112	165	740	35	66	507
"MTERFD1_6"	"MTERFD1"	571	372	212	705	293	728	378	582	403	176	171	164	31	51	192	205
"MTERFD2_1"	"MTERFD2"	690	979	274	613	446	674	775	576	678	1101	426	924	226	115	170	385
"MTERFD2_2"	"MTERFD2"	555	701	536	1913	1486	2336	1815	1934	613	443	509	786	143	81	356	18
"MTERFD2_3"	"MTERFD2"	462	614	111	684	429	599	216	276	286	227	266	380	1235	134	427	6
"MTERFD2_4"	"MTERFD2"	1060	1002	260	967	783	963	848	535	525	395	352	350	1395	475	955	2606
"MTERFD2_5"	"MTERFD2"	766	880	368	774	1013	795	620	707	438	354	750	229	1724	102	265	11
"MTERFD2_6"	"MTERFD2"	596	525	147	480	364	371	251	238	665	272	497	267	103	88	33	121
"MTFR1_1"	"MTFR1"	890	1108	501	1741	823	1020	773	841	492	622	456	607	1564	249	1386	360
"MTFR1_14"	"MTFR1"	880	795	414	1133	1169	1187	1126	1166	416	509	502	350	1731	1566	1313	210
"MTFR1_15"	"MTFR1"	945	1649	694	2049	1517	1678	1183	1352	768	503	976	1393	2045	1470	1415	1685
"MTFR1_3"	"MTFR1"	1022	1366	430	1237	996	1040	1608	1877	1034	773	1688	1763	1191	1078	1139	236
